city,province,activity,spots
Lévis,Quebec,River Rafting,"['Orion River Rafting', 'Pangaea River Rafting | Missoula Whitewater Rafting', 'Outdoor Adventure Center', 'Triad River Tours', 'Kumsheen Rafting Resort']"
Lévis,Quebec,Photography,"['Digital Orca', 'Rocky Point Park', 'Gastown Steam Clock', 'Prospect Point Lookout', 'Guelph Park', 'Museum of Archaeology & Ethnology', 'Capilano Suspension Bridge Park', 'VanDusen Botanical Garden', 'Stanley Park']"
Lévis,Quebec,Cycling,"['Coal Harbour Bike Rental', 'Great Explorations', 'Burnaby Velodrome Club', 'Steed Cycles', 'HUB Cycling', 'Bikes For All', 'Reckless Shipyards: eBikes, Skis & More!', 'Velo Star Cafe', ""Cap's Bicycle Shop""]"
Longueuil,Quebec,Hiking/Trekking,"['Central Valley Greenway', 'Burnaby Lake Regional Park']"
Longueuil,Quebec,Horse-riding,"['Farm Ventures', 'Trail Riders of the Canadian Rockies']"
Longueuil,Quebec,Rock Climbing,"['Climblife', 'Outdoor Bouldering Wall', 'Climb Away', 'Bomber Climbing']"
Longueuil,Quebec,Camping,"['British Columbia Lodging & Campgrounds Association', 'BCRV', 'Bishop Creek Marine Campground', 'Apodaca Provincial Park', 'Dogwood Campgrounds & RV Park', 'Seymour Group Campsite', ""Raven's Nest Outdoor Group Campsite""]"
Longueuil,Quebec,Fishing,"['Fishing dock', 'Deer Lake Park', 'Stave River', 'Lower Pond', 'John Hendry Park (Trout Lake Park)']"
Magog,Quebec,Boating,"['Coal Harbour Marina', '2nd Launch boat', 'Grant Narrows Park at Pitt–Addington Marsh Wildlife Management Area', 'Cates Park Boat Ramp', 'Cooper Boating', 'Heather Civic Marina', 'BURNABY SAILING ASSOCIATION - Barnet Marine Park']"
Magog,Quebec,Hiking/Trekking,"['Cottonwood Trail', 'Burnaby Mountain Biking and Hiking Trails', 'Baden Powell Trail']"
Magog,Quebec,Swimming,"['RONA Coquitlam (Austin)', 'Kensington Park Outdoor Pool', 'Propel Swimming Lessons Burnaby', 'Garden Grove Dr', 'Port Coquitlam Leisure Pool', 'Central Park Outdoor Pool', 'Killarney Pool', 'Blue Mountain Wading Pool']"
Matane,Quebec,Cherry Blossom Viewing,"['John Hendry Park (Trout Lake Park)', 'UBC Botanical Garden', 'Alice Townley Park', 'Cherry Blossom Garden']"
Matane,Quebec,Hiking/Trekking,"['Suraci’s Trail', 'Baden Powell Trail', 'Burnaby lake', 'Central Valley Greenway', 'Burnaby Mountain Biking and Hiking Trails']"
Matane,Quebec,Rock Climbing,"['Vancouver Climbers Association', 'The Hive Bouldering Gym', 'The Rock Wall Climbing Gym']"
Matane,Quebec,Mountaineering,"['Cheam Peak', 'Mt Thom Park', 'Stanley Park', 'Woodland Falls', 'Pinecone Burke Provincial Park']"
Matane,Quebec,Photography,"['VanDusen Botanical Garden', 'FlyOver Canada']"
Montreal,Quebec,Mountaineering,"['Watersprite Lake', 'Cheam Peak']"
Montreal,Quebec,Skiing/Snowboarding,"['Cypress Mountain', 'Grouse Mountain', 'Fortress Ski Area', 'Sun Peaks Resort', 'Baldy Mountain Resort', 'Purden Ski Village']"
Montreal,Quebec,Camping,"['Seymour Group Campsite', 'Capilano River RV Park', 'Campnab', 'Bishop Creek Marine Campground', 'Dogwood Campgrounds & RV Park', 'Apodaca Provincial Park', 'Discover Camping']"
Montreal,Quebec,Swimming,"['Killarney Pool', 'MacPherson Outdoor Pool', 'RONA Coquitlam (Austin)', 'Kensington Park Outdoor Pool', 'City Centre Aquatic Complex', 'Eileen Dailly Leisure Pool & Fitness Centre', 'SFU Aquatic Centre', 'Renfrew Park Pool', 'Garden Grove Dr']"
Montreal,Quebec,Fishing,"[""Lang's Fishing Adventures"", 'Lost Lagoon, Stanley Park']"
Montreal,Quebec,Cycling,"['Yes Cycle Bike Rental', 'Velo Star Cafe', 'Bikes For All']"
Montréal-Nord,Quebec,River Rafting,"['Winding Waters River Expeditions', 'River Drifters - White Salmon River Rafting', 'Adams River Rafting Ltd', 'Canadian Outback Rafting', 'Wet Planet Rafting and Kayaking', 'Wedge Rafting', 'Pangaea River Rafting | Missoula Whitewater Rafting']"
Montréal-Nord,Quebec,Cycling,"['Velo Star Cafe', 'Van City Bikes and Skis', 'Willingdon Linear Park']"
Montréal-Nord,Quebec,Canoeing,"['Skyview Outdoors', 'Northshore Kayaking', 'Banff Canoe Club', 'Pedals & Paddles', 'Tofino Sea Kayaking', 'Northern Rockies Adventures', 'Say Nuth Khaw Yum Provincial Park']"
Montréal-Nord,Quebec,Swimming,"['Second Beach Swimming Pool', 'SFU Aquatic Centre', 'Renfrew Park Pool', 'Port Coquitlam Leisure Pool', 'RONA Coquitlam (Austin)', 'Kerrisdale Pool', 'Eileen Dailly Leisure Pool & Fitness Centre', 'C.G. Brown Memorial Pool']"
Percé,Quebec,Photography,"['Rocky Point Park', 'Capilano Suspension Bridge Park', 'Museum of Archaeology & Ethnology', 'Prospect Point Lookout', 'Kennedy Falls', 'VanDusen Botanical Garden', 'Creekside Park', 'Inukshuk']"
Percé,Quebec,Fishing,"['Westminster Pier Park', 'Lost Lagoon, Stanley Park', 'Fishing dock', 'Fraser Fishing Adventures', 'Cleveland Dam', 'Capilano River Hatchery', 'Kanaka Creek Regional Park', 'Rocky Point Park', ""Lang's Fishing Adventures""]"
Percé,Quebec,Swimming,"['SFU Aquatic Centre', 'RONA Coquitlam (Austin)', 'MacPherson Outdoor Pool', 'Kensington Park Outdoor Pool', 'Templeton Park Pool']"
Port-Cartier,Quebec,Photography,"['Stanley Park', 'Vancouver Photographer | Enjoy The Journey Studios', 'Gastown Steam Clock', 'Prospect Point Lookout', 'Capilano Suspension Bridge Park', 'Museum of Archaeology & Ethnology']"
Port-Cartier,Quebec,Horse-riding,"['Banff Trail Riders - Stables', 'Footnote Farm', 'North Shore Equestrian Centre', 'Pacific Riding for Developing Abilities', 'Farm Ventures', 'Conestogo River Horseback Adventures', 'Glen Valley Stables']"
Port-Cartier,Quebec,Rock Climbing,"['Project Climbing Cloverdale', 'SFU Climbing Wall', 'Climblife', 'Climb Base5 (North Vancouver)', 'Thompson community bouldering', ""Clip 'n Climb Vancouver"", 'Canada West Mountain School']"
Quebec,Quebec,Rock Climbing,"['Canada West Mountain School', 'Climblife', 'Climb Base5 (North Vancouver)', 'Climb Away', 'Climb Base5 (Coquitlam)', ""Clip 'n Climb Vancouver"", 'The Rock Wall Climbing Gym']"
Quebec,Quebec,Camping,"[""Girl Guides of Canada - Woodward's Landing Campground"", 'Capilano River RV Park', 'BC Hydro Stave Falls Lodge and Campsite', ""Raven's Nest Outdoor Group Campsite"", 'Anmore Camp & RV Park', 'Fort Camping', 'Dogwood Campgrounds & RV Park']"
Quebec,Quebec,Swimming,"['Propel Swimming Lessons Burnaby', 'Kensington Park Outdoor Pool']"
Quebec,Quebec,Mountaineering,"['Say Nuth Khaw Yum Provincial Park', 'West Lion', 'Woodland Falls', 'Watersprite Lake', 'Whytecliff Park | West Vancouver', 'Panorama Ridge']"
Rimouski,Quebec,Hiking/Trekking,"[""Drummond's Walk"", 'Glenbrook Ravine Trail', 'Willingdon Jogging Trail', 'Southshore Trail', 'Suraci’s Trail', 'Velodrome Trail', 'Burnaby Mountain Conservation Area', 'Burnaby Mountain Biking and Hiking Trails', 'Burnaby Mountain walking path']"
Rimouski,Quebec,Boating,"['Rocky Point Public Boat Launch', 'Burrard Civic Marina', 'Grant Narrows Park at Pitt–Addington Marsh Wildlife Management Area', 'Quayside Marina', 'BURNABY SAILING ASSOCIATION - Barnet Marine Park', 'Mosquito Creek Marina', 'Ambleside Park | West Vancouver']"
Rimouski,Quebec,Fishing,"['Stave River', 'Rocky Point Park', 'Lost Lagoon, Stanley Park', 'Cleveland Dam', 'Lower Pond']"
Rouyn-Noranda,Quebec,Cherry Blossom Viewing,"['Greenheart TreeWalk', 'Cherry Blossom Garden', 'Sunrise Park', 'Mount Pleasant Park', 'Minoru Park']"
Rouyn-Noranda,Quebec,Photography,"['VanDusen Botanical Garden', 'Capilano Suspension Bridge Park', 'Inukshuk']"
Rouyn-Noranda,Quebec,Horse-riding,"['Footnote Farm', 'Conestogo River Horseback Adventures', 'North Shore Equestrian Centre', 'Farm Ventures']"
Rouyn-Noranda,Quebec,Rock Climbing,"['The Hive Heights', 'Climb Away', 'SFU Climbing Wall', 'Vancouver Mountain Guides', 'Climblife', 'Canada West Mountain School', 'Climb Base5 (Coquitlam)']"
Saguenay,Quebec,Picnic,"['Picnic Area', 'Guelph Park']"
Saguenay,Quebec,Beach,"['Dundarave Beach', 'White Pine Beach', 'English Bay Beach', 'Spanish Banks Beach', 'New Brighton Beach', 'Second Beach', 'Sunset Beach Park', 'Ambleside Beach']"
Saguenay,Quebec,Skiing/Snowboarding,"['SilverStar Mountain Resort', 'Mount Cain Alpine Park']"
Saint-Eustache,Quebec,Picnic,"['Picnic Area', 'Burnaby Fraser Foreshore Park', 'Belcarra Picnic Area', 'Covered Area', 'Meunch Bar Picnic Area', 'Jack`s Burn picnic area', 'Barnet Marine Park Picnic Areas', 'Hume Park']"
Saint-Eustache,Quebec,Canoeing,"['Wildcoast Adventures', 'Pedals & Paddles']"
Saint-Eustache,Quebec,Hiking/Trekking,"['Glenbrook Ravine Trail', 'Willingdon Jogging Trail', 'Burnaby lake', 'Cottonwood Trail', ""Drummond's Walk"", 'Velodrome Trail', 'South Side Trail', 'Burnaby Mountain walking path', 'Jug Island Trailhead']"
Saint-Eustache,Quebec,Horse-riding,"['Boundary Ranch', 'A/Z Mountain Adventures', 'Valle Vista Stables', 'Saddle Peak Trail Rides', 'Leghorn Ranch Horseback Trail Rides', 'Inspire horsemanship', 'North Shore Equestrian Centre']"
Saint-Hubert,Quebec,Beach,"['Maple Beach', 'Sunset Beach Park', 'Dundarave Beach', 'Third Beach', 'White Pine Beach', 'Kitsilano Beach Park', 'New Brighton Beach', 'Trout Lake Beach']"
Saint-Hubert,Quebec,Picnic,"['Hume Park', 'Burnaby Fraser Foreshore Park Picnic Areas', 'Meunch Bar Picnic Area', 'Picnic Area', 'Picnic point', 'Confederation Park Picnic Areas', 'Picnic Area', 'Covered Area', 'Bambi Picnic Vancouver']"
Saint-Hubert,Quebec,River Rafting,"['Squamish Rafting Company', 'Adams River Rafting Ltd']"
Sainte-Anne-de-Beaupré,Quebec,Cherry Blossom Viewing,"['Minoru Park', 'John Hendry Park (Trout Lake Park)', 'Jean Beaty Park']"
Sainte-Anne-de-Beaupré,Quebec,Horse-riding,"['Pacific Riding for Developing Abilities', 'Sun Hills Riding Centre']"
Sainte-Anne-de-Beaupré,Quebec,Camping,"['Klahanie Campground', 'Muskrat Meadow Outdoor Group Campsite', 'Campnab', 'Fort Camping']"
Sainte-Anne-de-Beaupré,Quebec,Picnic,"['Meunch Bar Picnic Area', 'Barnet Marine Park Picnic Areas']"
Sainte-Anne-de-Beaupré,Quebec,Swimming,"['Eileen Dailly Leisure Pool & Fitness Centre', 'Lord Byng Pool & Fitness Centre', 'Propel Swimming Lessons Burnaby', 'Blue Mountain Wading Pool', 'RONA Coquitlam (Austin)']"
Sainte-Foy,Quebec,Photography,"['Gastown Steam Clock', 'Guelph Park', 'Kennedy Falls', 'Prospect Point Lookout', 'Bloedel Conservatory', 'FlyOver Canada']"
Sainte-Foy,Quebec,Picnic,"['Jack`s Burn picnic area', 'Picnic point', 'Burnaby Fraser Foreshore Park Picnic Areas']"
Sainte-Foy,Quebec,Canoeing,"['Vancouver Seawall', 'Creekside Kayaks at Dragon Boat BC', 'Bowron Lake Provincial Park', 'Skyview Outdoors', 'Say Nuth Khaw Yum Provincial Park']"
Sainte-Thérèse,Quebec,Swimming,"['Kerrisdale Pool', 'Lord Byng Pool & Fitness Centre', 'Eileen Dailly Leisure Pool & Fitness Centre', 'RONA Coquitlam (Austin)', 'MacPherson Outdoor Pool', 'Blue Mountain Wading Pool', 'Central Park Outdoor Pool']"
Sainte-Thérèse,Quebec,Beach,"['Locarno Beach', 'Dundarave Beach', 'White Pine Beach']"
Sainte-Thérèse,Quebec,Skiing/Snowboarding,"['Troll Ski Resort', 'Grouse Mountain', 'Whistler Blackcomb']"
Sainte-Thérèse,Quebec,Fishing,"['Burnaby Fraser Foreshore Park', 'Fishing dock', 'Silversides Fishing Adventures', 'Deer Lake Park', 'Cleveland Dam']"
Sept-Îles,Quebec,Hiking/Trekking,"['West Forest Trails', 'Baden Powell Trail', 'Central Valley Greenway', 'Burnaby Lake Regional Park', 'Burnaby lake', 'Burnaby Mountain walking path', 'Jug Island Trailhead', 'Suraci’s Trail']"
Sept-Îles,Quebec,Fishing,"['Lost Lagoon, Stanley Park', 'Rolley Lake Provincial Park', 'Fraser Fishing Adventures', 'Whytecliff Park | West Vancouver', 'Lower Pond', 'Fraser River Park', 'Deer Lake Park']"
Sept-Îles,Quebec,Swimming,"['Kensington Park Outdoor Pool', 'SFU Aquatic Centre', 'Central Park Outdoor Pool', 'Blue Mountain Wading Pool', 'Renfrew Park Pool', 'Vancouver Aquatic Centre', 'Killarney Pool']"
Sherbrooke,Quebec,Skiing/Snowboarding,"['Whistler Blackcomb', 'Whistler Blackcomb', 'Mount Timothy Recreational Resort', 'Cypress Mountain', 'Club Intrawest', 'Mt Seymour Resort', 'RED Mountain Resort', 'Big White Ski Resort']"
Sherbrooke,Quebec,Canoeing,"['Kanaka Creek Regional Park', 'Talaysay Tours', 'Skyview Outdoors', 'Pedals & Paddles']"
Sherbrooke,Quebec,Mountaineering,"['Ammonite Falls', 'Vancouver Mountain Guides', 'Grouse Grind Trail', 'West Lion', 'Panorama Ridge', 'Vancouver Mountain Guides']"
Sherbrooke,Quebec,River Rafting,"['Wet Planet Rafting and Kayaking', 'Kumsheen Rafting Resort']"
Sherbrooke,Quebec,Cherry Blossom Viewing,"['Minoru Park', 'Stanley Park', 'Alice Townley Park']"
Sherbrooke,Quebec,Boating,"['Mosquito Creek Marina', 'Reed Point Marina', 'Grant Narrows Park at Pitt–Addington Marsh Wildlife Management Area', 'Shelter Island Marina & Boatyard', 'Burnaby Fraser Foreshore Park']"
Sorel-Tracy,Quebec,Mountaineering,"['Cabin Lake', 'Ammonite Falls']"
Sorel-Tracy,Quebec,Beach,"['Beach denj', 'New Brighton Beach']"
Sorel-Tracy,Quebec,Boating,"[""Gord's boat"", 'Granville Island Boat Rentals', 'Westminster Pier Park', 'BURNABY SAILING ASSOCIATION - Barnet Marine Park', 'Burrard Civic Marina', 'Bayshore West Marina', 'Shelter Island Marina & Boatyard']"
Sorel-Tracy,Quebec,Hiking/Trekking,"['Trail of Hope', 'Jug Island Trailhead', 'Central Valley Greenway']"
Trois-Rivières,Quebec,Rock Climbing,"['Coastal Climbing Centre', 'The Hive Climbing and Fitness', 'Climblife', 'Vancouver Climbers Association', 'Climb Base5 (Coquitlam)', 'The Rock Wall Climbing Gym', 'Thompson community bouldering', 'The Hive Bouldering Gym']"
Trois-Rivières,Quebec,Canoeing,"['Say Nuth Khaw Yum Provincial Park', 'Whytecliff Park | West Vancouver']"
Trois-Rivières,Quebec,Cycling,"['Cycle City Bike Shop & Repairs', 'Riverview Forest Biking Trails', 'Bikes For All', 'Bert Flinn Park', 'Steed Cycles', 'Mactalla Cycles', 'Coal Harbour Bike Rental']"
Val-d’Or,Quebec,Canoeing,"['Majestic Ocean Kayaking', 'Banff Canoe Club', 'Northern Rockies Adventures', 'Say Nuth Khaw Yum Provincial Park', 'Seaward Kayaks', 'Grant Narrows Park at Pitt–Addington Marsh Wildlife Management Area', 'Pedals & Paddles', 'Gulf Island Kayaking', 'Spirit of the West Adventures']"
Val-d’Or,Quebec,River Rafting,"['West Coast Canyoning Adventures', 'Glacier Guides and Montana Raft', 'Squamish Rafting Company', 'Hydra River Guides', 'Chilliwack River Rafting', 'Alpine Adventures', 'Wet Planet Rafting and Kayaking', 'River Drifters - White Salmon River Rafting', 'Winding Waters River Expeditions']"
Val-d’Or,Quebec,Horse-riding,"['Pathways on Pleasure Valley', 'Valle Vista Stables', 'Conestogo River Horseback Adventures', 'Carousel Canada Equine Riding Centre', 'Farm Ventures', 'Sun Hills Riding Centre']"
Waskaganish,Quebec,River Rafting,"['Alpine Adventures', 'Kumsheen Rafting Resort', 'Chilliwack River Rafting', 'Osprey Rafting Company', 'Northern Rockies Adventures', 'Interior Whitewater Expeditions Ltd', 'Wet Planet Rafting and Kayaking', 'Adams River Rafting Ltd', 'Squamish Rafting Company']"
Waskaganish,Quebec,Photography,"['Digital Orca', 'Olympic Cauldron', 'Kennedy Falls', 'Lighthouse Park | West Vancouver', 'Canada Place', 'Inukshuk', 'Bloedel Conservatory', 'Gastown Steam Clock', 'Guelph Park']"
Waskaganish,Quebec,Camping,"['Fort Camping', 'Dogwood Campgrounds & RV Park', 'Apodaca Provincial Park', 'Capilano River RV Park']"
Batoche,Saskatchewan,Rock Climbing,"['Climb Away', 'Coastal Climbing Centre']"
Batoche,Saskatchewan,Swimming,"['MacPherson Outdoor Pool', 'Kerrisdale Pool', 'Central Park Outdoor Pool']"
Batoche,Saskatchewan,Boating,"['Cooper Boating', 'Grant Narrows Park at Pitt–Addington Marsh Wildlife Management Area', 'Mosquito Creek Marina', 'Burrard Civic Marina']"
Cumberland House,Saskatchewan,Picnic,"['Burnaby Fraser Foreshore Park Picnic Areas', 'Picnic Pavilion', 'Picnic Area']"
Cumberland House,Saskatchewan,Photography,"['Capilano Suspension Bridge Park', 'Creekside Park', 'Rocky Point Park', 'Stanley Park']"
Cumberland House,Saskatchewan,Boating,"['Burnaby Fraser Foreshore Park', 'Heather Civic Marina', 'Rocky Point Public Boat Launch', 'Cooper Boating', 'Granville Island Boat Rentals']"
Cumberland House,Saskatchewan,Camping,"['Capilano River RV Park', 'Apodaca Provincial Park', 'Klahanie Campground', 'Rolley Lake Provincial Park', 'BC Hydro Stave Falls Lodge and Campsite', 'Fort Camping', ""Raven's Nest Outdoor Group Campsite""]"
Estevan,Saskatchewan,Cycling,"['Union Street Cycle', 'Velo Star Cafe', 'Yes Cycle Bike Rental', 'Steed Cycles', ""Cap's Bicycle Shop""]"
Estevan,Saskatchewan,Rock Climbing,"['Climb Base5 (North Vancouver)', 'The Hive Climbing and Fitness', 'Vancouver Climbers Association', 'Project Climbing Cloverdale']"
Estevan,Saskatchewan,Horse-riding,"['Leghorn Ranch Horseback Trail Rides', 'Pathways on Pleasure Valley', 'Boundary Ranch']"
Estevan,Saskatchewan,Camping,"['Apodaca Provincial Park', 'British Columbia Lodging & Campgrounds Association', 'Bishop Creek Marine Campground']"
Flin Flon,Saskatchewan,Beach,"['New Brighton Beach', 'White Pine Beach', 'Ambleside Beach', 'Dundarave Beach']"
Flin Flon,Saskatchewan,Photography,"['Stanley Park', 'Creekside Park', 'Inukshuk', 'Vancouver Photographer | Enjoy The Journey Studios', 'Canada Place']"
Flin Flon,Saskatchewan,River Rafting,"['Orion River Rafting', 'Hydra River Guides', 'Interior Whitewater Expeditions Ltd', 'Adams River Rafting Ltd', 'Wedge Rafting', 'Kumsheen Rafting Resort']"
Flin Flon,Saskatchewan,Fishing,"['Fishing dock', 'Silversides Fishing Adventures', 'Westminster Pier Park', 'Cabin Lake', 'John Hendry Park (Trout Lake Park)', 'Rolley Lake Provincial Park', 'Lost Lagoon, Stanley Park', 'Fraser River Park', 'Deer Lake Park']"
Flin Flon,Saskatchewan,Picnic,"['Confederation Park Picnic Areas', 'Picnic Area', 'Picnic point']"
Moose Jaw,Saskatchewan,Rock Climbing,"['Project Climbing Cloverdale', 'SFU Climbing Wall', 'Climblife', 'Coastal Climbing Centre', 'Project Climbing Centre', 'Climb Base5 (Coquitlam)']"
Moose Jaw,Saskatchewan,Photography,"['Canada Place', 'Prospect Point Lookout', 'Vancouver Photographer | Enjoy The Journey Studios', 'FlyOver Canada', 'Olympic Cauldron', 'Guelph Park']"
Moose Jaw,Saskatchewan,Skiing/Snowboarding,"['Mount Timothy Recreational Resort', 'RED Mountain Resort', 'Grouse Mountain', 'Baldy Mountain Resort', 'Grouse Mountain', 'Whitecap Alpine', 'Phoenix Mountain Ski Area', 'Fortress Ski Area']"
Moose Jaw,Saskatchewan,Picnic,"['Meunch Bar Picnic Area', 'Jack`s Burn picnic area', 'Mundy Park Picnic Shelter', 'Confederation Park Picnic Areas', 'Guelph Park', 'Prospect Point Picnic Area', 'Rocky Point Picnic Shelter', 'Covered Area', 'Picnic Area']"
Moose Jaw,Saskatchewan,Swimming,"['Wading Pool', 'Second Beach Swimming Pool', 'Central Park Outdoor Pool', 'Kerrisdale Pool', 'Stan Stronge Pool']"
Prince Albert,Saskatchewan,Boating,"['Burnaby Fraser Foreshore Park', 'Mosquito Creek Marina', 'Burrard Civic Marina', '2nd Launch boat', 'Westminster Pier Park', 'Granville Island Boat Rentals', 'Rocky Point Public Boat Launch', 'Cooper Boating']"
Prince Albert,Saskatchewan,Hiking/Trekking,"['Burnaby Mountain Biking and Hiking Trails', 'Southshore Trail', 'Central Valley Greenway', 'Suraci’s Trail', ""Drummond's Walk""]"
Prince Albert,Saskatchewan,Swimming,"['Garden Grove Dr', 'Killarney Pool', 'Kensington Park Outdoor Pool', 'SFU Aquatic Centre', 'Templeton Park Pool']"
Regina,Saskatchewan,Camping,"['BC Hydro Stave Falls Lodge and Campsite', 'Campertunity', ""Girl Guides of Canada - Woodward's Landing Campground"", 'Apodaca Provincial Park', 'Bishop Creek Marine Campground']"
Regina,Saskatchewan,Mountaineering,"['Panorama Ridge', 'Cheam Peak', 'Watersprite Lake', 'Capilano Suspension Bridge Park', 'Vancouver Mountain Guides', 'Stanley Park', 'Say Nuth Khaw Yum Provincial Park', 'Ammonite Falls', 'West Lion']"
Regina,Saskatchewan,Canoeing,"['Whytecliff Park | West Vancouver', 'Kanaka Creek Regional Park', 'Creekside Kayaks at Dragon Boat BC', 'Northern Rockies Adventures', 'Say Nuth Khaw Yum Provincial Park']"
Regina,Saskatchewan,Boating,"['Reed Point Marina', 'Heather Civic Marina', 'Bayshore West Marina', 'Crescent Beach Marina', 'Burnaby Fraser Foreshore Park']"
Saskatoon,Saskatchewan,Horse-riding,"['Southlands Heritage Farm', 'Footnote Farm']"
Saskatoon,Saskatchewan,Hiking/Trekking,"['Burnaby Mountain walking path', 'Cottonwood Trail', 'Jug Island Trailhead', 'Burnaby Mountain Urban Trail', 'Glenbrook Ravine Trail']"
Saskatoon,Saskatchewan,Skiing/Snowboarding,"['Whistler Blackcomb', 'Purden Ski Village', 'Club Intrawest', 'RED Mountain Resort', 'Whistler Blackcomb', 'Fortress Ski Area', 'Big White Ski Resort']"
Saskatoon,Saskatchewan,Camping,"['Porteau Cove Campground', 'Montague Provincial Campground (K2 Park Service)']"
Saskatoon,Saskatchewan,Cherry Blossom Viewing,"['Alice Townley Park', 'Andy Livingstone Park', 'Cherry Blossom Avenue', 'Queen Elizabeth Park', 'Minoru Park']"
Uranium City,Saskatchewan,Cherry Blossom Viewing,"['Devonian Harbour Park', 'Nikkei National Museum & Cultural Centre', 'Salsbury Park', 'John Hendry Park (Trout Lake Park)', 'Mount Pleasant Park', 'Queen Elizabeth Park', 'Cherry Blossom Garden', 'Sunrise Park']"
Uranium City,Saskatchewan,Swimming,"['Vancouver Aquatic Centre', 'RONA Coquitlam (Austin)', 'MacPherson Outdoor Pool', 'City Centre Aquatic Complex', 'Propel Swimming Lessons Burnaby', 'Templeton Park Pool']"
Uranium City,Saskatchewan,Cycling,"['Yes Cycle Bike Rental', ""Cap's Electric Bike Centre"", 'Tynehead Regional Park', 'Steed Cycles', 'Bert Flinn Park', 'Willingdon Linear Park']"
Uranium City,Saskatchewan,River Rafting,"['Triad River Tours', 'Outdoor Adventure Center', 'Wedge Rafting', 'Wet Planet Rafting and Kayaking', 'Osprey Rafting Company', 'Northern Rockies Adventures']"
Dawson,Yukon,Rock Climbing,"['Coastal Climbing Centre', 'Vancouver Climbers Association', 'The Hive Climbing and Fitness', 'Thompson community bouldering', 'The Hive Heights', 'SFU Climbing Wall', 'Climblife', 'Climb Away']"
Dawson,Yukon,Boating,"['Heather Civic Marina', 'Bayshore West Marina']"
Dawson,Yukon,Cycling,"['Reckless Shipyards: eBikes, Skis & More!', 'Tynehead Regional Park', 'Cycle City Bike Shop & Repairs', 'Riverview Forest Biking Trails', 'Velo Star Cafe', 'Kissing Crows Cyclery', 'Steed Cycles']"
Dawson,Yukon,Mountaineering,"['Rocky Mountaineer Station', 'Grouse Grind Trail', 'Stanley Park', 'Say Nuth Khaw Yum Provincial Park']"
Watson Lake,Yukon,Photography,"['Guelph Park', 'Olympic Cauldron', 'VanDusen Botanical Garden']"
Watson Lake,Yukon,Mountaineering,"['Rocky Mountaineer Station', 'Vancouver Mountain Guides', 'Pinecone Burke Provincial Park']"
Watson Lake,Yukon,River Rafting,"['Northern Rockies Adventures', 'Triad River Tours', 'Wedge Rafting', 'Wet Planet Rafting and Kayaking', 'Winding Waters River Expeditions']"
Watson Lake,Yukon,Rock Climbing,"['Canada West Mountain School', ""Clip 'n Climb Vancouver"", 'Project Climbing Centre']"
Watson Lake,Yukon,Cherry Blossom Viewing,"['Salsbury Park', 'Alice Townley Park']"
Watson Lake,Yukon,Hiking/Trekking,"['Burnaby Mountain Urban Trail', 'Burnaby Mountain Biking and Hiking Trails', 'Trail of Hope']"
Whitehorse,Yukon,Hiking/Trekking,"['Willingdon Jogging Trail', 'Southshore Trail', 'Burnaby Mountain Conservation Area', 'Burnaby Mountain Urban Trail', 'Velodrome Trail', 'West Forest Trails', 'Jug Island Trailhead', 'Baden Powell Trail', 'Burnaby Lake Regional Park']"
Whitehorse,Yukon,Horse-riding,"['A/Z Mountain Adventures', 'Farm Ventures', 'Leghorn Ranch Horseback Trail Rides', 'Carousel Canada Equine Riding Centre', 'Conestogo River Horseback Adventures']"
Whitehorse,Yukon,Fishing,"['John Hendry Park (Trout Lake Park)', ""Lang's Fishing Adventures"", 'Cleveland Dam', 'Fraser Fishing Adventures', 'Whytecliff Park | West Vancouver', 'Lower Pond']"
Whitehorse,Yukon,River Rafting,"['Alpine Adventures', 'Winding Waters River Expeditions', 'Canadian Outback Rafting', 'Outdoor Adventure Center']"
